lambda,CH0 - loss [db/um],CH0 - insertion loss [dB] 
1542.7299999999998,-0.07921,-37.02155
1542.735,-0.21149,-28.09452
1542.7399999999998,-0.21182,-28.16546
1542.7449999999997,-0.21182,-28.11404
1542.7499999999998,-0.09215,-36.1635
1542.7549999999999,-0.07372,-37.40084
1542.7599999999998,-0.08017,-36.97254
1542.7649999999999,-0.05828,-38.50406
1542.7699999999998,-0.20996,-28.17976
1542.7749999999999,-0.21307,-28.26058
1542.7799999999997,-0.21212,-28.06357
1542.7849999999999,-0.21069,-28.14506
1542.79,-0.21117,-28.20458
1542.7949999999998,-0.2132,-28.14782
1542.7999999999997,-0.21201,-28.24197
1542.8049999999998,-0.21304,-28.25351
1542.81,-0.08345,-36.68303
1542.8149999999998,-0.05933,-38.38
1542.82,-0.06938,-37.66239
1542.8249999999998,-0.20969,-28.37071
1542.8299999999997,-0.09266,-36.03182
1542.8349999999998,-0.07793,-37.2059
1542.84,-0.21182,-28.16341
1542.8449999999998,-0.20984,-28.28977
1542.85,-0.05947,-38.37746
1542.8549999999998,-0.05935,-38.26424
1542.8599999999997,-0.07457,-37.4694
1542.8649999999998,-0.12014,-34.30526
1542.87,-0.07,-37.49249
1542.8749999999998,-0.06461,-37.96428
1542.8799999999999,-0.09124,-36.42517
1542.8849999999998,-0.21175,-28.30584
1542.8899999999999,-0.21095,-28.30482
1542.8949999999998,-0.06146,-38.21584
1542.8999999999999,-0.06627,-37.84619
1542.905,-0.21251,-28.18983
1542.9099999999999,-0.21194,-28.22434
1542.9149999999997,-0.21204,-28.09411
1542.9199999999998,-0.07067,-37.48832
1542.9249999999997,-0.08139,-36.89361
1542.9299999999998,-0.07312,-37.28912
1542.935,-0.06551,-37.73461
1542.9399999999998,-0.21105,-28.2617
1542.9449999999997,-0.07831,-36.94893
1542.9499999999998,-0.06788,-37.76906
1542.9549999999997,-0.06188,-38.18843
1542.9599999999998,-0.06643,-37.93071
1542.965,-0.07094,-37.51964
1542.9699999999998,-0.21033,-28.20314
1542.9749999999997,-0.07786,-37.17119
1542.9799999999998,-0.20921,-28.38556
1542.985,-0.07197,-37.63967
1542.99,-0.08194,-36.8234
1542.995,-0.21273,-28.13341
1542.9999999999998,-0.21115,-28.28887
1543.0049999999999,-0.07741,-37.02673
1543.0099999999998,-0.06474,-37.88943
1543.0149999999999,-0.06467,-37.91242
1543.02,-0.06525,-37.99127
1543.0249999999999,-0.07008,-37.69172
1543.0299999999997,-0.21136,-28.31728
1543.0349999999999,-0.21079,-28.27677
1543.0399999999997,-0.07377,-37.44941
1543.0449999999998,-0.06523,-38.02076
1543.05,-0.07722,-37.1221
1543.0549999999998,-0.21345,-27.94736
1543.0599999999997,-0.21292,-28.06688
1543.0649999999998,-0.07474,-37.34733
1543.0699999999997,-0.08649,-36.59782
1543.0749999999998,-0.21314,-28.09838
1543.08,-0.06242,-38.06676
1543.0849999999998,-0.21287,-28.11849
1543.0899999999997,-0.21306,-27.99541
1543.0949999999998,-0.07243,-37.31663
1543.0999999999997,-0.1099,-34.90594
1543.105,-0.21024,-28.21041
1543.11,-0.065,-37.86961
1543.1149999999998,-0.06262,-38.13626
1543.12,-0.06824,-37.62757
1543.1249999999998,-0.06454,-38.07704
1543.1299999999999,-0.21145,-28.2366
1543.135,-0.06491,-38.01614
1543.1399999999999,-0.07198,-37.56035
1543.1449999999998,-0.07613,-37.34706
1543.1499999999999,-0.16084,-31.60547
1543.1549999999997,-0.07213,-37.42763
1543.1599999999999,-0.21103,-28.14333
1543.165,-0.08647,-36.54399
1543.1699999999998,-0.081,-36.89002
1543.1749999999997,-0.07668,-37.20747
1543.1799999999998,-0.09448,-36.03428
1543.1849999999997,-0.0647,-37.95705
1543.1899999999998,-0.0712,-37.55631
1543.195,-0.07389,-37.32963
1543.1999999999998,-0.09036,-36.16356
1543.2049999999997,-0.06577,-37.9232
1543.2099999999998,-0.0744,-37.2021
1543.2149999999997,-0.21329,-28.08044
1543.22,-0.21167,-28.20187
1543.225,-0.21118,-28.19992
1543.2299999999998,-0.21367,-27.98806
1543.235,-0.07327,-37.22269
1543.2399999999998,-0.10154,-35.64603
1543.2449999999997,-0.07366,-37.48438
1543.25,-0.07224,-37.52857
1543.2549999999999,-0.07315,-37.52212
1543.2599999999998,-0.09072,-36.43224
1543.2649999999999,-0.06731,-38.0226
1543.2699999999998,-0.07754,-37.19711
1543.2749999999999,-0.06669,-37.91227
1543.28,-0.07985,-37.11409
1543.2849999999999,-0.06606,-38.10119
1543.2899999999997,-0.07814,-37.22241
1543.2949999999998,-0.0746,-37.57727
1543.2999999999997,-0.21191,-28.41192
1543.3049999999998,-0.21245,-28.27718
1543.31,-0.07585,-37.27375
1543.3149999999998,-0.21052,-28.16914
1543.3199999999997,-0.07102,-37.44107
1543.3249999999998,-0.08563,-36.6233
1543.3299999999997,-0.06107,-38.15347
1543.335,-0.06682,-37.84723
1543.34,-0.09104,-36.42272
1543.3449999999998,-0.067,-38.00395
1543.35,-0.08329,-36.92782
1543.3549999999998,-0.08118,-37.12782
1543.3599999999997,-0.21367,-28.20029
1543.365,-0.21259,-28.31161
1543.37,-0.07367,-37.5737
1543.3749999999998,-0.0843,-36.88186
1543.3799999999999,-0.21574,-28.30961
1543.3849999999998,-0.21521,-28.23641
1543.3899999999996,-0.2136,-28.16522
1543.395,-0.06936,-37.70618
1543.3999999999999,-0.08043,-37.06588
1543.4049999999997,-0.21181,-28.36853
1543.4099999999999,-0.066,-38.10509
1543.4149999999997,-0.07154,-37.49088
1543.4199999999996,-0.06495,-38.11185
1543.425,-0.2141,-28.35539
1543.4299999999998,-0.07887,-37.31982
1543.4349999999997,-0.21156,-28.25875
1543.4399999999998,-0.08742,-36.4655
1543.4449999999997,-0.08528,-36.65148
1543.4499999999998,-0.06387,-38.05436
1543.455,-0.08833,-36.5214
1543.4599999999998,-0.08453,-36.63244
1543.465,-0.08895,-36.30908
1543.4699999999998,-0.07424,-37.38674
1543.4749999999997,-0.0942,-36.08197
1543.48,-0.21443,-28.01159
1543.485,-0.07576,-37.22372
1543.4899999999998,-0.21419,-28.15317
1543.495,-0.06374,-38.0647
1543.4999999999998,-0.11463,-34.69613
1543.5049999999997,-0.07226,-37.78249
1543.51,-0.07589,-37.40372
1543.5149999999999,-0.07327,-37.43859
1543.5199999999998,-0.06051,-38.33473
1543.5249999999999,-0.06503,-38.08136
1543.5299999999997,-0.09471,-35.90461
1543.5349999999996,-0.06399,-37.93206
1543.54,-0.21156,-28.15223
1543.5449999999998,-0.06734,-37.92977
1543.55,-0.07194,-37.4826
1543.5549999999998,-0.09991,-35.62622
1543.5599999999997,-0.06806,-37.69749
1543.5649999999998,-0.07075,-37.66453
1543.57,-0.07471,-37.40709
1543.5749999999998,-0.07269,-37.4364
1543.58,-0.0709,-37.3945
1543.5849999999998,-0.06903,-37.67788
1543.5899999999997,-0.06367,-38.01695
1543.5949999999998,-0.07106,-37.48987
1543.6,-0.0706,-37.50809
1543.6049999999998,-0.071,-37.58161
1543.61,-0.07193,-37.49894
1543.6149999999998,-0.21262,-28.18707
1543.6199999999997,-0.2124,-28.05003
1543.6249999999998,-0.21294,-28.10745
1543.6299999999999,-0.08807,-36.4672
1543.6349999999998,-0.0629,-38.14696
1543.6399999999999,-0.06774,-37.77403
1543.6449999999998,-0.08672,-36.60948
1543.6499999999996,-0.11268,-34.79981
1543.655,-0.21004,-28.2718
1543.6599999999999,-0.21209,-28.15775
1543.665,-0.06017,-38.26987
1543.6699999999998,-0.06516,-37.96572
1543.6749999999997,-0.11273,-34.84902
1543.6799999999998,-0.07078,-37.61954
1543.685,-0.08814,-36.45124
1543.6899999999998,-0.21168,-28.25349
1543.695,-0.07122,-37.65203
1543.6999999999998,-0.08756,-36.85208
1543.7049999999997,-0.06632,-38.13485
1543.7099999999998,-0.20935,-28.35816
1543.715,-0.07034,-37.79892
1543.7199999999998,-0.06285,-38.32671
1543.725,-0.07568,-37.4186
1543.7299999999998,-0.06856,-37.71012
1543.7349999999997,-0.06565,-38.0115
1543.7399999999998,-0.07961,-37.28454
1543.745,-0.21276,-28.22506
1543.7499999999998,-0.0869,-36.81035
1543.7549999999999,-0.06617,-38.25014
1543.7599999999998,-0.07163,-37.72264
1543.7649999999996,-0.10604,-35.31098
1543.7699999999998,-0.07534,-37.5322
1543.7749999999999,-0.06572,-38.05796
1543.78,-0.07562,-37.25951
1543.7849999999999,-0.21216,-28.24069
1543.7899999999997,-0.08222,-36.90971
1543.7949999999998,-0.07204,-37.50919
1543.8,-0.07888,-37.1977
1543.8049999999998,-0.08873,-36.77947
1543.81,-0.07943,-37.23238
1543.8149999999998,-0.08595,-36.72109
1543.8199999999997,-0.0779,-37.30746
1543.8249999999998,-0.21422,-28.34216
1543.83,-0.21593,-28.13161
1543.8349999999998,-0.21316,-28.18358
1543.84,-0.21416,-28.1451
1543.8449999999998,-0.07983,-37.12471
1543.8499999999997,-0.07047,-37.64432
1543.8549999999998,-0.21359,-28.13412
1543.86,-0.21442,-28.21488
1543.8649999999998,-0.21457,-28.29521
1543.87,-0.11602,-34.81022
1543.8749999999998,-0.08014,-37.1522
1543.8799999999997,-0.0596,-38.47508
1543.8849999999998,-0.06469,-38.31786
1543.8899999999999,-0.0717,-37.75919
1543.895,-0.07227,-37.71245
1543.8999999999999,-0.07328,-37.50717
1543.9049999999997,-0.21055,-28.36128
1543.9099999999999,-0.07612,-37.33492
1543.9149999999997,-0.11615,-34.42895
1543.9199999999998,-0.21222,-28.30572
1543.925,-0.21292,-28.34778
1543.9299999999998,-0.21216,-28.4563
1543.9349999999997,-0.21084,-28.61694
1543.9399999999998,-0.0675,-38.14316
1543.945,-0.06257,-38.38512
1543.9499999999998,-0.06648,-38.0795
1543.955,-0.21096,-28.48819
1543.9599999999998,-0.21131,-28.41738
1543.9649999999997,-0.21189,-28.41474
1543.9699999999998,-0.07023,-37.64502
1543.975,-0.07726,-37.13017
1543.9799999999998,-0.08218,-36.9107
1543.985,-0.06429,-38.20595
1543.9899999999998,-0.06399,-38.1584
1543.995,-0.07176,-37.67363
1543.9999999999998,-0.0631,-38.2511
1544.0049999999999,-0.07813,-37.25503
1544.01,-0.0818,-36.96913
1544.0149999999999,-0.06641,-37.88141
1544.0199999999998,-0.0672,-37.93125
1544.0249999999999,-0.07234,-37.48383
1544.0299999999997,-0.07184,-37.454
1544.0349999999999,-0.07024,-37.74274
1544.04,-0.07054,-37.62737
1544.0449999999998,-0.21213,-28.34457
1544.0499999999997,-0.07216,-37.65458
1544.0549999999998,-0.21124,-28.46435
1544.0599999999997,-0.07249,-37.85791
1544.0649999999998,-0.0678,-38.07582
1544.07,-0.06854,-37.96194
1544.0749999999998,-0.2096,-28.63996
1544.0799999999997,-0.21096,-28.60704
1544.0849999999998,-0.21458,-28.40931
1544.0899999999997,-0.07638,-37.53804
1544.0949999999998,-0.21196,-28.497
1544.1,-0.09584,-36.13873
1544.1049999999998,-0.07097,-37.86339
1544.11,-0.21199,-28.45956
1544.1149999999998,-0.21074,-28.36551
1544.12,-0.2119,-28.36596
1544.125,-0.21083,-28.51913
1544.1299999999999,-0.21095,-28.34618
1544.1349999999998,-0.21183,-28.33708
1544.1399999999999,-0.07871,-37.33925
1544.1449999999998,-0.08405,-37.02124
1544.1499999999999,-0.20975,-28.64463
1544.155,-0.0695,-37.95544
1544.1599999999999,-0.06904,-38.12434
1544.1649999999997,-0.20995,-28.66445
1544.1699999999998,-0.06436,-38.22711
1544.1749999999997,-0.0613,-38.50732
1544.1799999999998,-0.07333,-37.69522
1544.185,-0.21049,-28.66407
1544.1899999999998,-0.20803,-28.78527
1544.1949999999997,-0.20893,-28.65007
1544.1999999999998,-0.07288,-37.67843
1544.2049999999997,-0.07666,-37.49024
1544.2099999999998,-0.06811,-37.94322
1544.215,-0.21094,-28.59603
1544.2199999999998,-0.21176,-28.49125
1544.225,-0.07925,-37.37374
1544.2299999999998,-0.06527,-38.25204
1544.2349999999997,-0.08578,-36.78477
1544.24,-0.21036,-28.53912
1544.245,-0.20857,-28.60724
1544.2499999999998,-0.21347,-28.59153
1544.2549999999999,-0.06424,-38.27733
1544.2599999999998,-0.08281,-37.03188
1544.2649999999999,-0.05787,-38.61322
1544.27,-0.07077,-37.83129
1544.2749999999999,-0.07636,-37.47515
1544.2799999999997,-0.20945,-28.60383
1544.2849999999999,-0.2101,-28.48248
1544.2899999999997,-0.07089,-37.73261
1544.2949999999998,-0.06983,-37.74883
1544.3,-0.09897,-35.96283
1544.3049999999998,-0.07509,-37.47871
1544.3099999999997,-0.0873,-36.68969
1544.3149999999998,-0.06228,-38.30365
1544.3199999999997,-0.06527,-38.25668
1544.3249999999998,-0.07416,-37.73277
1544.33,-0.08189,-37.14255
1544.3349999999998,-0.21212,-28.32249
1544.34,-0.08471,-36.89123
1544.3449999999998,-0.07715,-37.40923
1544.3499999999997,-0.08557,-36.97106
1544.355,-0.06832,-38.03749
1544.36,-0.06599,-38.15854
1544.3649999999998,-0.07783,-37.30531
1544.37,-0.0826,-37.05083
1544.3749999999998,-0.07802,-37.13166
1544.3799999999997,-0.2128,-28.20813
1544.385,-0.21392,-28.19604
1544.3899999999999,-0.21211,-28.45513
1544.3949999999998,-0.07375,-37.64488
1544.3999999999999,-0.21139,-28.40009
1544.4049999999997,-0.20862,-28.54077
1544.4099999999999,-0.20901,-28.55317
1544.415,-0.21193,-28.57015
1544.4199999999998,-0.07881,-37.44348
1544.4249999999997,-0.21175,-28.51539
1544.4299999999998,-0.0925,-36.32599
1544.4349999999997,-0.08378,-37.04982
1544.4399999999998,-0.07464,-37.70573
1544.445,-0.21413,-28.2121
1544.4499999999998,-0.21581,-28.28461
1544.455,-0.2149,-28.2575
1544.4599999999998,-0.21247,-28.40315
1544.4649999999997,-0.06416,-38.47765
1544.47,-0.06345,-38.52147
1544.475,-0.0611,-38.41221
1544.4799999999998,-0.07617,-37.42928
1544.485,-0.0795,-37.33607
1544.4899999999998,-0.06908,-38.01285
1544.4949999999997,-0.06751,-38.04143
1544.5,-0.07684,-37.31487
1544.5049999999999,-0.21248,-28.47377
1544.5099999999998,-0.2126,-28.4827
1544.5149999999999,-0.07748,-37.44506
1544.5199999999998,-0.21142,-28.56404
1544.5249999999996,-0.21092,-28.47328
1544.53,-0.21008,-28.56934
1544.5349999999999,-0.21042,-28.52398
1544.5399999999997,-0.21248,-28.6128
1544.5449999999998,-0.06673,-38.37167
1544.5499999999997,-0.08044,-37.59803
1544.5549999999998,-0.2119,-28.67108
1544.56,-0.21092,-28.85951
1544.5649999999998,-0.21033,-28.92447
1544.57,-0.21111,-28.78051
1544.5749999999998,-0.21107,-28.63046
1544.5799999999997,-0.07189,-38.08051
1544.5849999999998,-0.0663,-38.25377
1544.59,-0.07236,-37.85621
1544.5949999999998,-0.08354,-37.02049
1544.6,-0.2107,-28.62165
1544.6049999999998,-0.06449,-38.43985
1544.6099999999997,-0.09368,-36.36588
1544.6149999999998,-0.20879,-28.52926
1544.62,-0.21165,-28.48574
1544.6249999999998,-0.21048,-28.65697
1544.6299999999999,-0.07032,-37.88702
1544.6349999999998,-0.06222,-38.53099
1544.6399999999996,-0.09814,-36.23098
1544.645,-0.06381,-38.42797
1544.6499999999999,-0.07029,-38.05605
1544.6549999999997,-0.07081,-37.88903
1544.6599999999999,-0.08587,-37.05621
1544.6649999999997,-0.07622,-37.78149
1544.6699999999998,-0.06993,-37.99255
1544.675,-0.06861,-37.93904
1544.6799999999998,-0.08088,-37.34442
1544.685,-0.21199,-28.66092
1544.6899999999998,-0.21138,-28.63329
1544.6949999999997,-0.2108,-28.62818
1544.6999999999998,-0.2107,-28.45133
1544.705,-0.08496,-36.94793
1544.7099999999998,-0.07104,-38.04158
1544.715,-0.07379,-37.66228
1544.7199999999998,-0.21118,-28.42965
1544.7249999999997,-0.07091,-37.77949
1544.7299999999998,-0.06627,-38.12152
1544.735,-0.07347,-37.62056
1544.7399999999998,-0.2111,-28.44313
1544.745,-0.05631,-38.91086
1544.7499999999998,-0.07133,-38.10056
1544.7549999999997,-0.21223,-28.64638
1544.7599999999998,-0.21251,-28.59737
1544.7649999999999,-0.09518,-36.43296
1544.7699999999998,-0.07864,-37.49842
1544.7749999999999,-0.21359,-28.65735
1544.7799999999997,-0.21142,-28.71177
1544.7849999999999,-0.21002,-28.79153
1544.79,-0.21087,-28.59743
1544.7949999999998,-0.09403,-36.50191
1544.8,-0.07152,-38.09104
1544.8049999999998,-0.07081,-38.05091
1544.8099999999997,-0.21234,-28.67284
1544.8149999999998,-0.09727,-36.18514
1544.82,-0.0783,-37.40723
1544.8249999999998,-0.09071,-36.63403
1544.83,-0.07117,-37.97739
1544.8349999999998,-0.07422,-37.84255
1544.8399999999997,-0.06377,-38.49179
1544.8449999999998,-0.09141,-36.66757
1544.85,-0.07861,-37.48211
1544.8549999999998,-0.06597,-38.37104
1544.86,-0.0783,-37.51083
1544.8649999999998,-0.06026,-38.72494
1544.8699999999997,-0.0712,-37.96046
1544.8749999999998,-0.21481,-28.48689
1544.8799999999999,-0.20886,-28.76914
1544.8849999999998,-0.2101,-28.75894
1544.8899999999999,-0.20927,-28.78621
1544.8949999999998,-0.21034,-28.91763
1544.8999999999999,-0.21245,-28.54245
1544.9049999999997,-0.08662,-36.96184
1544.9099999999999,-0.21258,-28.65293
1544.915,-0.21406,-28.48922
1544.9199999999998,-0.21398,-28.39152
1544.9249999999997,-0.07152,-37.78678
1544.9299999999998,-0.2135,-28.58804
1544.935,-0.07529,-37.83184
1544.9399999999998,-0.2133,-28.60796
1544.945,-0.07805,-37.59927
1544.9499999999998,-0.20917,-28.66536
1544.9549999999997,-0.21253,-28.42515
1544.9599999999998,-0.06361,-38.47289
1544.965,-0.07514,-37.90399
1544.9699999999998,-0.06948,-37.91711
1544.975,-0.0784,-37.65898
1544.9799999999998,-0.21481,-28.50383
1544.9849999999997,-0.21494,-28.4548
1544.9899999999998,-0.21147,-28.5277
1544.995,-0.21003,-28.71298
1545.0,-0.06678,-38.11932
1545.0049999999999,-0.07824,-37.3686
1545.0099999999998,-0.07935,-37.37882
1545.0149999999999,-0.06625,-38.22628
1545.0199999999998,-0.0632,-38.44562
1545.0249999999999,-0.06638,-38.3392
1545.03,-0.21,-28.75993
1545.0349999999999,-0.21307,-28.57873
1545.0399999999997,-0.20948,-28.5138
1545.0449999999998,-0.06413,-38.32111
1545.0499999999997,-0.21361,-28.56146
1545.0549999999998,-0.07056,-38.00839
1545.06,-0.07046,-37.87534
1545.0649999999998,-0.07441,-37.5815
1545.0699999999997,-0.21332,-28.60595
1545.0749999999998,-0.09141,-36.6157
1545.0799999999997,-0.10128,-35.85109
1545.0849999999998,-0.21235,-28.54506
1545.09,-0.2129,-28.6157
1545.0949999999998,-0.07678,-37.73782
1545.0999999999997,-0.10174,-36.04073
1545.1049999999998,-0.0635,-38.66966
1545.11,-0.08986,-36.88021
1545.115,-0.20885,-28.87954
1545.12,-0.08278,-37.38638
1545.1249999999998,-0.07402,-38.13076
1545.1299999999999,-0.2099,-28.91876
1545.1349999999998,-0.21114,-28.74943
1545.1399999999999,-0.0751,-37.9546
1545.145,-0.20833,-29.04071
1545.1499999999999,-0.21077,-28.75589
1545.1549999999997,-0.07346,-37.92628
1545.1599999999999,-0.21031,-28.74588
1545.1649999999997,-0.10875,-35.53283
1545.1699999999998,-0.07673,-37.64009
1545.175,-0.0935,-36.70967
1545.1799999999998,-0.07585,-38.00615
1545.1849999999997,-0.0722,-37.99747
1545.1899999999998,-0.08906,-36.69834
1545.1949999999997,-0.20876,-28.84765
1545.1999999999998,-0.07801,-37.73673
1545.205,-0.07136,-38.24989
1545.2099999999998,-0.08999,-37.09141
1545.2149999999997,-0.20844,-28.91976
1545.2199999999998,-0.07229,-37.96299
1545.2249999999997,-0.08258,-37.37295
1545.23,-0.06064,-38.71611
1545.235,-0.0738,-38.1355
1545.2399999999998,-0.07174,-38.26251
1545.245,-0.06974,-38.28556
1545.2499999999998,-0.06861,-38.39427
1545.2549999999999,-0.07228,-38.24847
1545.26,-0.20896,-29.02224
1545.2649999999999,-0.2097,-28.83041
1545.2699999999998,-0.21077,-28.89864
1545.2749999999999,-0.21287,-28.91006
1545.2799999999997,-0.21034,-29.01481
1545.2849999999999,-0.21098,-28.96872
1545.29,-0.10954,-35.7571
1545.2949999999998,-0.06145,-38.75817
1545.2999999999997,-0.08471,-37.25297
1545.3049999999998,-0.06115,-38.89419
1545.3099999999997,-0.20752,-29.15266
1545.3149999999998,-0.20741,-28.95128
1545.32,-0.06297,-38.65989
1545.3249999999998,-0.07458,-38.08011
1545.3299999999997,-0.20817,-29.14178
1545.3349999999998,-0.21021,-28.99746
1545.3399999999997,-0.20962,-28.90809
1545.345,-0.2099,-28.87947
1545.35,-0.21329,-28.74191
1545.3549999999998,-0.21162,-28.70545
1545.36,-0.0711,-38.02574
1545.3649999999998,-0.08347,-37.48848
1545.3699999999997,-0.21321,-28.79936
1545.375,-0.07521,-37.84748
1545.3799999999999,-0.08877,-36.97885
1545.3849999999998,-0.07349,-37.96168
1545.3899999999999,-0.09207,-36.84431
1545.3949999999998,-0.06298,-38.55867
1545.3999999999999,-0.21088,-28.78631
1545.405,-0.2075,-28.91925
1545.4099999999999,-0.21094,-28.97834
1545.4149999999997,-0.05757,-39.15579
1545.4199999999998,-0.1025,-35.9577
1545.4249999999997,-0.07364,-37.94238
1545.4299999999998,-0.2127,-28.83269
1545.435,-0.21101,-28.88979
1545.4399999999998,-0.06284,-38.79365
1545.4449999999997,-0.06134,-38.94392
1545.4499999999998,-0.06574,-38.61288
1545.4549999999997,-0.0684,-38.40128
1545.46,-0.06698,-38.53137
1545.465,-0.06184,-39.07384
1545.4699999999998,-0.06691,-38.66942
1545.475,-0.06855,-38.45622
1545.4799999999998,-0.21096,-29.00315
1545.4849999999997,-0.21208,-28.98953
1545.49,-0.07111,-38.46353
1545.495,-0.05628,-39.18377
1545.4999999999998,-0.0589,-39.17081
1545.5049999999999,-0.06643,-38.78959
1545.5099999999998,-0.20726,-29.24172
1545.5149999999996,-0.21079,-29.15874
1545.52,-0.05496,-39.32909
1545.5249999999999,-0.07879,-37.79321
1545.5299999999997,-0.20914,-29.13204
1545.5349999999999,-0.20991,-29.07779
1545.5399999999997,-0.21027,-29.21719
1545.5449999999998,-0.08534,-37.46614
1545.55,-0.07108,-38.29434
1545.5549999999998,-0.20799,-29.3011
1545.56,-0.10692,-35.87164
1545.5649999999998,-0.06976,-38.23618
1545.5699999999997,-0.20759,-29.24201
1545.5749999999998,-0.07002,-38.49484
1545.58,-0.07077,-38.62846
1545.5849999999998,-0.20937,-29.25685
1545.59,-0.20965,-29.36271
1545.5949999999998,-0.06948,-38.50181
1545.5999999999997,-0.11254,-35.644
1545.605,-0.06858,-38.49118
1545.61,-0.20565,-29.19186
1545.6149999999998,-0.20733,-29.1567
1545.62,-0.20721,-29.07766
1545.6249999999998,-0.07915,-37.83268
1545.6299999999997,-0.06885,-38.49739
1545.635,-0.10268,-36.27807
1545.6399999999999,-0.07374,-38.19657
1545.6449999999998,-0.08991,-37.1189
1545.6499999999999,-0.07814,-37.93317
1545.6549999999997,-0.07511,-37.98431
1545.6599999999996,-0.07168,-38.3369
1545.665,-0.20787,-29.18162
1545.6699999999998,-0.20666,-29.43073
1545.675,-0.06725,-38.78269
1545.6799999999998,-0.06954,-38.66868
1545.6849999999997,-0.072,-38.5032
1545.6899999999998,-0.06836,-38.54162
1545.695,-0.06942,-38.53692
1545.6999999999998,-0.07042,-38.35683
1545.705,-0.05854,-39.08094
1545.7099999999998,-0.07393,-38.1142
1545.7149999999997,-0.07365,-38.10635
1545.7199999999998,-0.0829,-37.48779
1545.725,-0.20999,-29.0891
1545.7299999999998,-0.10956,-35.80836
1545.735,-0.06046,-38.90514
1545.7399999999998,-0.06663,-38.52834
1545.7449999999997,-0.07915,-37.83619
1545.7499999999998,-0.06133,-39.13106
1545.7549999999999,-0.0688,-38.61819
1545.7599999999998,-0.0743,-38.32173
1545.7649999999999,-0.20511,-29.51432
1545.7699999999998,-0.20772,-29.32275
1545.7749999999996,-0.20817,-29.11718
1545.78,-0.06208,-38.91447
1545.7849999999999,-0.09597,-37.04656
1545.79,-0.06822,-38.48215
1545.7949999999998,-0.06973,-38.42793
1545.7999999999997,-0.06611,-38.49872
1545.8049999999998,-0.06416,-38.60083
1545.81,-0.08525,-37.64708
1545.8149999999998,-0.07099,-38.64492
1545.82,-0.21004,-29.34273
1545.8249999999998,-0.21117,-29.15764
1545.8299999999997,-0.20856,-29.2335
1545.8349999999998,-0.21019,-29.20193
1545.84,-0.2105,-29.2294
1545.8449999999998,-0.20845,-29.43454
1545.85,-0.07745,-38.06966
1545.8549999999998,-0.06854,-38.6731
1545.8599999999997,-0.08121,-37.76238
1545.8649999999998,-0.08051,-37.78362
1545.87,-0.07491,-37.96879
1545.8749999999998,-0.09108,-37.01696
1545.8799999999999,-0.07265,-38.38684
1545.8849999999998,-0.07123,-38.63275
1545.8899999999996,-0.06986,-38.72334
1545.8949999999998,-0.06325,-39.01352
1545.8999999999999,-0.06441,-38.82789
1545.905,-0.07742,-38.0988
1545.9099999999999,-0.07949,-37.81195
1545.9149999999997,-0.07538,-38.17719
1545.9199999999998,-0.21139,-29.01017
1545.925,-0.2103,-29.10749
1545.9299999999998,-0.08067,-37.98616
1545.935,-0.07013,-38.54747
1545.9399999999998,-0.20813,-29.41774
1545.9449999999997,-0.0683,-38.89648
1545.9499999999998,-0.06888,-38.98195
1545.955,-0.06719,-39.06003
1545.9599999999998,-0.06088,-39.2892
1545.965,-0.07658,-38.02718
1545.9699999999998,-0.20954,-29.34829
1545.9749999999997,-0.20952,-29.22531
1545.9799999999998,-0.20859,-29.2632
1545.985,-0.07528,-38.24163
1545.9899999999998,-0.06768,-38.78484
1545.995,-0.07256,-38.3248
1545.9999999999998,-0.06655,-38.8352
1546.0049999999999,-0.06735,-38.79541
1546.0099999999998,-0.07141,-38.42379
1546.0149999999999,-0.20784,-29.23549
1546.02,-0.08554,-37.57427
1546.0249999999999,-0.21079,-29.3046
1546.0299999999997,-0.06914,-38.70249
1546.0349999999999,-0.05961,-39.29928
1546.0399999999997,-0.06288,-38.87631
1546.0449999999998,-0.0737,-38.12911
1546.05,-0.21016,-29.20622
1546.0549999999998,-0.09015,-37.33682
1546.0599999999997,-0.06955,-38.67165
1546.0649999999998,-0.06351,-39.10389
1546.07,-0.21229,-29.20327
1546.0749999999998,-0.08313,-37.86561
1546.08,-0.05775,-39.456
1546.0849999999998,-0.21213,-29.23955
1546.0899999999997,-0.21146,-29.06876
1546.0949999999998,-0.09496,-36.85553
1546.1,-0.07155,-38.33711
1546.1049999999998,-0.08212,-37.81739
1546.11,-0.2108,-29.11769
1546.1149999999998,-0.07153,-38.39346
1546.12,-0.20929,-29.21834
1546.1249999999998,-0.07073,-38.50637
1546.1299999999999,-0.06718,-38.94111
1546.135,-0.06561,-38.79094
1546.1399999999999,-0.2114,-29.26155
1546.1449999999998,-0.06849,-38.83757
1546.1499999999999,-0.07367,-38.58721
1546.1549999999997,-0.21255,-29.24888
1546.1599999999999,-0.07501,-38.44631
1546.165,-0.21001,-29.57949
1546.1699999999998,-0.0584,-39.38595
1546.1749999999997,-0.21422,-29.19363
1546.1799999999998,-0.21046,-29.34428
1546.1849999999997,-0.06862,-38.82041
1546.1899999999998,-0.06788,-38.79259
1546.195,-0.20881,-29.54273
1546.1999999999998,-0.20693,-29.50518
1546.2049999999997,-0.20818,-29.49148
1546.2099999999998,-0.0835,-37.76144
1546.2149999999997,-0.07269,-38.42548
1546.2199999999998,-0.20967,-29.4774
1546.225,-0.20883,-29.47209
1546.2299999999998,-0.06559,-38.95278
